Date,AAPL_Close,AMZN_Close,GOOGL_Close,MSFT_Close,TSLA_Close,AAPL_High,AMZN_High,GOOGL_High,MSFT_High,TSLA_High,AAPL_Low,AMZN_Low,GOOGL_Low,MSFT_Low,TSLA_Low,AAPL_Open,AMZN_Open,GOOGL_Open,MSFT_Open,TSLA_Open,AAPL_Volume,AMZN_Volume,GOOGL_Volume,MSFT_Volume,TSLA_Volume
2015-01-02,24.26105118,15.42599964,26.31965446,39.99870682,14.62066746,24.72927428,15.73750019,26.63029149,40.56327357,14.88333321,23.82167533,15.34799957,26.23665045,39.81052008,14.21733284,24.71817827,15.62899971,26.47124359,39.91316769,14.8579998,212818400,55664000,26480000,27913900,71466000
2015-01-05,23.57757187,15.10949993,25.8181572,39.63087082,14.00599957,24.11014795,15.41899967,26.24211486,39.97303048,14.4333334,23.39117117,15.04249954,25.7331681,39.56243693,13.81066704,24.03026145,15.35050011,26.20036544,39.6650845,14.30333328,257142000,55484000,41182000,39673900,80527500
2015-01-06,23.57979774,14.76449966,25.18098259,39.04920959,14.08533287,23.83942808,15.14999962,25.90513806,39.99015307,14.27999973,23.21808887,14.61900043,25.12680692,38.95511459,13.61400032,23.64193133,15.11200047,25.86985012,39.67365437,14.00399971,263188400,70380000,54456000,36447900,93928500
2015-01-07,23.91043091,14.92099953,25.10692596,39.54533768,14.06333256,24.01028818,15.06400013,25.42203559,39.74208026,14.31866741,23.67742835,14.76650047,25.03237422,38.91234037,13.98533344,23.78838163,14.875,25.39519803,39.33148662,14.22333336,160423600,52806000,46918000,29114100,44526000
2015-01-08,24.82912827,15.02299976,25.19440269,40.70869064,14.0413332,24.88682445,15.15699959,25.22372589,40.8455552,14.25333309,24.1212457,14.80550003,24.60344534,39.96448982,14.00066662,24.23885762,15.01599979,24.92601186,39.9901509,14.18733311,237458000,61768000,73054000,29645200,51637500
2015-01-09,24.85576248,14.8465004,24.88674545,40.36651993,13.77733326,25.13092623,15.14350033,25.2783976,40.90542545,13.99866676,24.45632986,14.83399963,24.78386401,40.11845521,13.66399956,25.00221998,15.07400036,25.25752288,40.72579136,13.92800045,214798000,51848000,42000000,23944200,70024500
2015-01-12,24.24329758,14.57050037,24.7048378,39.86183548,13.48066711,24.99334132,14.92549992,24.86487729,40.66591754,13.63133335,24.14344028,14.46399975,24.39917015,39.65654029,13.28333282,24.9866844,14.87800026,24.81318724,40.56326668,13.53666687,198603200,68428000,57138000,23651900,89254500
2015-01-13,24.45854568,14.73700047,24.94042206,39.65653992,13.61666679,25.03106512,15.07499981,25.27839524,40.9824158,13.84066677,24.16784858,14.66149998,24.71477607,39.39991931,13.39400005,24.72705247,14.8739996,24.97869237,40.17833701,13.55466747,268367600,82728000,60958000,35270600,67159500
2015-01-14,24.36534119,14.66349983,25.14569283,39.31438446,12.84599972,24.51845556,14.7954998,25.26149915,39.55389991,13.01333332,24.07686198,14.32499981,24.75951057,39.02354684,12.33333302,24.19669173,14.5965004,24.87183589,39.31438446,12.38866711,195826400,110774000,52800000,29719600,173278500
2015-01-15,23.7040596,14.34749985,25.05026436,38.90378189,12.7913332,24.42303641,14.80000019,25.33555213,39.67364696,13.05000019,23.66855543,14.3409996,24.95086014,38.84390386,12.66666698,24.40972256,14.69999981,25.2928092,39.53678242,12.9659996,240056000,88384000,51068000,32750800,78247500
2015-01-16,23.51987839,14.5369997,25.37084198,39.55389404,12.87133312,23.87271074,14.53950024,25.39022456,39.58810773,12.9659996,23.34457198,14.26249981,25.00453719,38.63860849,12.64333344,23.75066144,14.31400013,25.00751956,38.75836783,12.71333313,314053200,69564000,49658000,35695300,54048000
2015-01-20,24.12568855,14.47200012,25.34499741,39.68220139,12.79533291,24.18116521,14.66800022,25.62680797,39.90460831,12.94133282,23.63305557,14.31949997,25.31666771,38.98077018,12.4693327,23.93040964,14.62950039,25.48565431,39.60521487,12.92466736,199599600,61502000,46796000,36161900,67548000
2015-01-21,24.30986595,14.86250019,25.8643837,39.28015518,13.10466671,24.64494366,15.30000019,25.93694846,39.46834513,13.24533272,24.02582411,14.36299992,25.32760203,38.90377855,12.63399982,24.17672065,14.48200035,25.38972944,39.29726366,12.63666725,194303600,201302000,46356000,39081100,62295000
2015-01-22,24.9423008,15.51599979,26.70484352,40.31521225,13.44133282,24.95783419,15.61250019,26.78138415,40.32376486,13.54933262,24.34759107,15,25.93993208,39.41703824,13.01333332,24.46742083,15,25.99410586,39.67365892,13.13333321,215185600,107252000,56068000,35898000,61753500
2015-01-23,25.07100868,15.61950016,26.93595695,40.35798645,13.41933346,25.24187602,15.8465004,27.10792594,40.53762062,13.5666666,24.74924309,15.38599968,26.62780556,40.03293181,13.22200012,24.92011212,15.40400028,26.74112627,40.51195953,13.35266685,185859200,89928000,45966000,26211600,51579000
2015-01-26,25.09763718,15.4829998,26.67601395,40.21254349,13.77000046,25.37723998,15.64999962,26.91358943,40.31519432,13.90799999,25.03106621,15.3760004,26.44489995,39.55388523,13.40333271,25.23965727,15.5909996,26.91358943,40.20399088,13.45533276,222460000,63394000,30932000,42525500,48517500
2015-01-27,24.21888161,15.33749962,25.90414429,36.491539,13.73200035,24.96005039,15.51200008,26.48018976,36.953458,13.86866665,24.19447175,15.13150024,25.88774218,36.0210674,13.55333328,24.94673485,15.31499958,26.41160086,36.73960698,13.62800026,382274800,58406000,39148000,169164000,41715000
2015-01-28,25.58805084,15.19550037,25.46875381,35.23410034,13.2913332,26.21160957,15.57549953,26.12780135,36.60274912,13.75800037,25.58805084,15.18999958,25.46477795,35.20843926,13.22799969,26.10287411,15.49050045,26.09350691,36.55997956,13.74066734,585908400,61276000,35822000,84507100,47244000
2015-01-29,26.38469505,15.58899975,25.50851631,35.9355278,13.68000031,26.44904817,15.64000034,25.60593165,36.02962278,13.73200035,25.64352613,14.96650028,25.02392147,34.89193693,13.10000038,25.81217562,15.23649979,25.49211421,35.01169299,13.4046669,337745600,173132000,79018000,63585300,53221500
2015-01-30,25.99858093,17.72649956,26.71726799,34.55834198,13.57333279,26.62879493,17.97500038,26.9931138,35.56771952,13.83133316,25.92978873,17.03700066,25.75454165,34.51556915,13.53333282,26.27374467,17.31599998,25.79529759,35.54205517,13.59733295,334982000,477122000,121108000,78004900,45105000
2015-02-02,26.32477379,18.2234993,26.45136261,35.31109238,14.06266689,26.44460353,18.25,26.66508102,35.3880789,14.13000011,25.75891309,17.50049973,25.93048632,34.41291841,13.55333328,26.19606927,17.50250053,26.55672968,34.72086452,13.59799957,250956400,204638000,75378000,50352500,62238000
2015-02-03,26.32921791,18.17749977,26.50603676,35.58480835,14.55733299,26.42685566,18.39100075,26.7122983,35.86709326,14.69133282,26.09843485,18.01049995,26.18347024,35.11433676,14.08466721,26.29593158,18.01449966,26.33903713,35.61047269,14.21466732,207662800,124252000,47062000,52082400,72393000
2015-02-04,26.53115082,18.23749924,26.14818192,35.79011917,14.56999969,26.74196309,18.375,26.67750671,36.10661788,14.76533318,26.25376759,17.91150093,26.09499974,35.37952546,14.4533329,26.29593038,17.91900063,26.49808274,35.8756583,14.55266666,280598800,83398000,33896000,41614800,49581000
2015-02-05,26.72051239,18.69449997,26.33356857,36.31191254,14.73266697,26.78511947,18.94000053,26.3763115,36.47443818,15.03199959,26.56679204,18.29500008,26.12531627,35.80722388,14.64266682,26.73833368,18.29999924,26.23913371,36.11516994,14.65866661,168984800,144952000,33176000,36548200,52843500
2015-02-06,26.49550438,18.7140007,26.53486252,36.27769852,14.49066734,26.78957701,18.79949951,26.84997214,36.60275308,14.89333344,26.38856811,18.55050087,26.27492206,36.05529482,14.4333334,26.73833632,18.74349976,26.39221862,36.50865808,14.80000019,174826400,77848000,42938000,34616600,48658500
2015-02-09,26.6715126,18.52799988,26.30623245,36.23492813,14.49866676,26.69824541,18.72050095,26.53486083,36.55998269,14.52866745,26.38412307,18.36000061,26.22024797,36.10661618,14.13266659,26.41085757,18.54999924,26.39470067,36.13228052,14.35866737,155559200,54492000,30314000,31381100,52086000
2015-02-10,27.18390465,18.64999962,26.84698677,36.44021988,14.41933346,27.21286744,18.71500015,26.8887362,36.5856403,14.69999981,26.76953099,18.42550087,26.30076319,36.08095166,14.33333302,26.77175759,18.55949974,26.44887507,36.55997922,14.50333309,248034000,45744000,47430000,29670700,80857500
2015-02-11,27.821064,18.75699997,26.73963356,36.25203705,14.18666744,27.82997549,18.85499954,26.93595638,36.48299661,14.31599998,27.29084252,18.55500031,26.64022934,36.10661661,13.81866741,27.35099302,18.56150055,26.82561805,36.48299661,14.14733315,294247200,55730000,38306000,38262500,146536500
2015-02-12,28.17305565,18.85849953,27.13774681,36.85936737,13.5253334,28.4002946,18.92550087,27.25355124,36.85936737,13.53933334,27.97477949,18.65749931,26.68993202,36.36323136,12.88533306,28.08394237,18.75499916,26.82213855,36.4915433,12.9046669,297898000,55822000,48590000,33268800,234744000
2015-02-13,28.31118202,19.09149933,27.39371109,37.52658081,13.58466721,28.35573781,19.14999962,27.46229998,37.52658081,13.73266697,27.99260319,18.85050011,27.1670697,36.91069201,13.39400005,28.35573781,18.9204998,27.21229825,37.10743459,13.52666664,217088800,69502000,47382000,40264900,92865000
2015-02-17,28.47826958,18.77149963,27.08804321,37.54381943,13.62333298,28.71219174,18.99950027,27.48516145,37.90564446,13.71333313,28.27553681,18.63349915,27.00106523,37.20783482,13.4333334,28.40252269,18.88599968,27.39371086,37.87980075,13.71333313,252609600,73464000,39174000,33695700,59694000
2015-02-18,28.676548,18.6685009,26.9707489,37.50073624,13.63066673,28.6899144,18.83699989,27.21428916,37.64719155,13.74466705,28.39361343,18.64249992,26.81667415,37.38012791,13.50666714,28.43371433,18.68899918,27.02890044,37.58688739,13.61133289,179566800,53012000,31164000,27111700,40704000
2015-02-19,28.61639404,18.95000076,27.15961456,37.47489929,14.11400032,28.74560822,19.09399986,27.17999253,37.500743,14.16266727,28.58966125,18.67149925,26.87631377,37.08722726,13.58333302,28.62307724,18.67449951,26.96180151,37.19922213,13.66666698,149449600,59076000,30834000,27603400,77311500
2015-02-20,28.85032082,19.18300056,26.92850113,37.78502655,14.47399998,28.85032082,19.18499947,27.21577779,37.80225678,14.50666714,28.52728702,18.79199982,26.74460455,37.29397654,13.9873333,28.65427122,18.93099976,27.21577779,37.48350248,14.05200005,195793600,65160000,38234000,29721100,89731500
2015-02-23,29.63005447,19.00699997,26.59052849,38.03485489,13.82266712,29.63005447,19.22699928,26.80424691,38.06931205,14.5466671,28.88596219,18.89999962,26.4414231,37.6041091,13.75533295,28.96616398,19.17200089,26.78933694,37.64718302,14.37733269,283896400,43540000,32906000,32518800,127497000
2015-02-24,29.44514465,18.92950058,26.77194023,37.983181,13.60733318,29.7637252,19.02400017,26.80921515,38.16409352,13.81933308,29.22236229,18.80800056,26.39171895,37.83672566,13.44666672,29.61668803,18.93250084,26.41905516,38.0348717,13.81933308,276912400,38416000,28406000,25271700,99054000
2015-02-25,28.69214058,19.26849937,27.20335388,37.89702225,13.58399963,29.31816191,19.39249992,27.3146857,37.9831701,13.80933285,28.54956,18.82699966,26.74013047,37.73333672,13.50533295,29.30924871,18.8635006,26.76150382,37.86256179,13.66266727,298846800,63490000,40836000,29759800,58642500
2015-02-26,29.05527496,19.23999977,27.79778862,37.95733261,13.81266689,29.15552635,19.46850014,27.83953805,38.10378465,14.07266712,28.20647472,19.16399956,27.09202034,37.81087729,13.48133278,28.69213863,19.20350075,27.1243278,37.89702844,13.60000038,365150000,53742000,54032000,28957300,97093500
2015-02-27,28.61862946,19.00799942,27.9637928,37.77642441,13.55599976,29.08870047,19.29949951,28.30126928,38.07794859,13.90333271,28.56961705,18.98950005,27.68546135,37.6127421,13.52000046,28.96171287,19.20000076,27.74112726,38.01764441,13.79333305,248059200,50646000,68328000,33807700,58231500
2015-03-02,28.75897598,19.28300095,28.57959747,37.80226517,13.15533257,29.02408755,19.29500008,28.6278084,38.06932555,13.55599976,28.5829794,18.97400093,27.98963555,37.51797127,13.05533314,28.79462198,19.04249954,28.180989,37.62134937,13.51333332,192386800,42784000,50406000,31924000,118831500
2015-03-03,28.81913185,19.23049927,28.7669754,37.28536987,13.3039999,28.85477785,19.30500031,28.8693601,37.75919307,13.34933281,28.53619725,19.07999992,28.3549453,37.12168759,13.02133274,28.73002025,19.19750023,28.64570108,37.52658985,13.12066746,151265200,38930000,50526000,31748600,66484500
2015-03-04,28.63644791,19.13599968,28.74411201,37.09583282,13.49600029,28.8636869,19.39500046,28.90812737,37.2250546,13.50133324,28.58743891,19.10950089,28.45534322,36.94076406,13.14733315,28.7612089,19.28549957,28.67651661,37.05275561,13.28333282,126665200,45182000,37964000,25748700,63330000
